"Identity","SamAccountName","DisplayName","ObjectClass","EmployeeId","EmployeeNumber","UserPrincipalName","Mail","Department","Title","Company","Office","AccountEnabled","Manager","ManagerLevel1","ManagerLevel2","ObsPath","ObsAttribute","DistinguishedName"
"LAB\SS-ENT-0144-Editors","SS-ENT-0144-Editors","SS-ENT-0144-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0144.MODIFY","info","CN=SS-ENT-0144-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0145-Editors","SS-ENT-0145-Editors","SS-ENT-0145-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0145.MODIFY","info","CN=SS-ENT-0145-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0146-Editors","SS-ENT-0146-Editors","SS-ENT-0146-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0146.MODIFY","info","CN=SS-ENT-0146-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0147-Editors","SS-ENT-0147-Editors","SS-ENT-0147-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0147.MODIFY","info","CN=SS-ENT-0147-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0148-Editors","SS-ENT-0148-Editors","SS-ENT-0148-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0148.MODIFY","info","CN=SS-ENT-0148-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0149-Editors","SS-ENT-0149-Editors","SS-ENT-0149-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0149.MODIFY","info","CN=SS-ENT-0149-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0150-Editors","SS-ENT-0150-Editors","SS-ENT-0150-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0150.MODIFY","info","CN=SS-ENT-0150-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0151-Editors","SS-ENT-0151-Editors","SS-ENT-0151-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0151.MODIFY","info","CN=SS-ENT-0151-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0152-Editors","SS-ENT-0152-Editors","SS-ENT-0152-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0152.MODIFY","info","CN=SS-ENT-0152-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0153-Editors","SS-ENT-0153-Editors","SS-ENT-0153-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0153.MODIFY","info","CN=SS-ENT-0153-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0154-Editors","SS-ENT-0154-Editors","SS-ENT-0154-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0154.MODIFY","info","CN=SS-ENT-0154-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0155-Editors","SS-ENT-0155-Editors","SS-ENT-0155-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0155.MODIFY","info","CN=SS-ENT-0155-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0156-Editors","SS-ENT-0156-Editors","SS-ENT-0156-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0156.MODIFY","info","CN=SS-ENT-0156-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0157-Editors","SS-ENT-0157-Editors","SS-ENT-0157-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0157.MODIFY","info","CN=SS-ENT-0157-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0158-Editors","SS-ENT-0158-Editors","SS-ENT-0158-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0158.MODIFY","info","CN=SS-ENT-0158-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0159-Editors","SS-ENT-0159-Editors","SS-ENT-0159-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0159.MODIFY","info","CN=SS-ENT-0159-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0160-Editors","SS-ENT-0160-Editors","SS-ENT-0160-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0160.MODIFY","info","CN=SS-ENT-0160-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0161-Editors","SS-ENT-0161-Editors","SS-ENT-0161-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0161.MODIFY","info","CN=SS-ENT-0161-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0162-Editors","SS-ENT-0162-Editors","SS-ENT-0162-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0162.MODIFY","info","CN=SS-ENT-0162-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0163-Editors","SS-ENT-0163-Editors","SS-ENT-0163-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0163.MODIFY","info","CN=SS-ENT-0163-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0164-Editors","SS-ENT-0164-Editors","SS-ENT-0164-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0164.MODIFY","info","CN=SS-ENT-0164-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0165-Editors","SS-ENT-0165-Editors","SS-ENT-0165-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0165.MODIFY","info","CN=SS-ENT-0165-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0166-Editors","SS-ENT-0166-Editors","SS-ENT-0166-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0166.MODIFY","info","CN=SS-ENT-0166-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0167-Editors","SS-ENT-0167-Editors","SS-ENT-0167-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0167.MODIFY","info","CN=SS-ENT-0167-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0168-Editors","SS-ENT-0168-Editors","SS-ENT-0168-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0168.MODIFY","info","CN=SS-ENT-0168-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0169-Editors","SS-ENT-0169-Editors","SS-ENT-0169-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0169.MODIFY","info","CN=SS-ENT-0169-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0170-Editors","SS-ENT-0170-Editors","SS-ENT-0170-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0170.MODIFY","info","CN=SS-ENT-0170-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0171-Editors","SS-ENT-0171-Editors","SS-ENT-0171-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0171.MODIFY","info","CN=SS-ENT-0171-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0172-Editors","SS-ENT-0172-Editors","SS-ENT-0172-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0172.MODIFY","info","CN=SS-ENT-0172-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0173-Editors","SS-ENT-0173-Editors","SS-ENT-0173-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0173.MODIFY","info","CN=SS-ENT-0173-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0174-Editors","SS-ENT-0174-Editors","SS-ENT-0174-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0174.MODIFY","info","CN=SS-ENT-0174-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0175-Editors","SS-ENT-0175-Editors","SS-ENT-0175-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0175.MODIFY","info","CN=SS-ENT-0175-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0176-Editors","SS-ENT-0176-Editors","SS-ENT-0176-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0176.MODIFY","info","CN=SS-ENT-0176-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0177-Editors","SS-ENT-0177-Editors","SS-ENT-0177-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0177.MODIFY","info","CN=SS-ENT-0177-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0178-Editors","SS-ENT-0178-Editors","SS-ENT-0178-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0178.MODIFY","info","CN=SS-ENT-0178-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0179-Editors","SS-ENT-0179-Editors","SS-ENT-0179-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0179.MODIFY","info","CN=SS-ENT-0179-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0180-Editors","SS-ENT-0180-Editors","SS-ENT-0180-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0180.MODIFY","info","CN=SS-ENT-0180-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0181-Editors","SS-ENT-0181-Editors","SS-ENT-0181-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0181.MODIFY","info","CN=SS-ENT-0181-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0182-Editors","SS-ENT-0182-Editors","SS-ENT-0182-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0182.MODIFY","info","CN=SS-ENT-0182-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0183-Editors","SS-ENT-0183-Editors","SS-ENT-0183-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0183.MODIFY","info","CN=SS-ENT-0183-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0184-Editors","SS-ENT-0184-Editors","SS-ENT-0184-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0184.MODIFY","info","CN=SS-ENT-0184-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0185-Editors","SS-ENT-0185-Editors","SS-ENT-0185-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0185.MODIFY","info","CN=SS-ENT-0185-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0186-Editors","SS-ENT-0186-Editors","SS-ENT-0186-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0186.MODIFY","info","CN=SS-ENT-0186-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0187-Editors","SS-ENT-0187-Editors","SS-ENT-0187-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0187.MODIFY","info","CN=SS-ENT-0187-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0188-Editors","SS-ENT-0188-Editors","SS-ENT-0188-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0188.MODIFY","info","CN=SS-ENT-0188-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0189-Editors","SS-ENT-0189-Editors","SS-ENT-0189-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0189.MODIFY","info","CN=SS-ENT-0189-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0190-Editors","SS-ENT-0190-Editors","SS-ENT-0190-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0190.MODIFY","info","CN=SS-ENT-0190-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0191-Editors","SS-ENT-0191-Editors","SS-ENT-0191-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0191.MODIFY","info","CN=SS-ENT-0191-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0192-Editors","SS-ENT-0192-Editors","SS-ENT-0192-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0192.MODIFY","info","CN=SS-ENT-0192-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0193-Editors","SS-ENT-0193-Editors","SS-ENT-0193-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0193.MODIFY","info","CN=SS-ENT-0193-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0194-Editors","SS-ENT-0194-Editors","SS-ENT-0194-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0194.MODIFY","info","CN=SS-ENT-0194-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0195-Editors","SS-ENT-0195-Editors","SS-ENT-0195-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0195.MODIFY","info","CN=SS-ENT-0195-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0196-Editors","SS-ENT-0196-Editors","SS-ENT-0196-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0196.MODIFY","info","CN=SS-ENT-0196-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0197-Editors","SS-ENT-0197-Editors","SS-ENT-0197-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0197.MODIFY","info","CN=SS-ENT-0197-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0198-Editors","SS-ENT-0198-Editors","SS-ENT-0198-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0198.MODIFY","info","CN=SS-ENT-0198-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0199-Editors","SS-ENT-0199-Editors","SS-ENT-0199-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0199.MODIFY","info","CN=SS-ENT-0199-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0200-Editors","SS-ENT-0200-Editors","SS-ENT-0200-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0200.MODIFY","info","CN=SS-ENT-0200-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0201-Editors","SS-ENT-0201-Editors","SS-ENT-0201-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0201.MODIFY","info","CN=SS-ENT-0201-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0202-Editors","SS-ENT-0202-Editors","SS-ENT-0202-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0202.MODIFY","info","CN=SS-ENT-0202-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0203-Editors","SS-ENT-0203-Editors","SS-ENT-0203-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0203.MODIFY","info","CN=SS-ENT-0203-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0204-Editors","SS-ENT-0204-Editors","SS-ENT-0204-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0204.MODIFY","info","CN=SS-ENT-0204-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0205-Editors","SS-ENT-0205-Editors","SS-ENT-0205-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0205.MODIFY","info","CN=SS-ENT-0205-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0206-Editors","SS-ENT-0206-Editors","SS-ENT-0206-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0206.MODIFY","info","CN=SS-ENT-0206-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0207-Editors","SS-ENT-0207-Editors","SS-ENT-0207-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0207.MODIFY","info","CN=SS-ENT-0207-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0208-Editors","SS-ENT-0208-Editors","SS-ENT-0208-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0208.MODIFY","info","CN=SS-ENT-0208-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0209-Editors","SS-ENT-0209-Editors","SS-ENT-0209-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0209.MODIFY","info","CN=SS-ENT-0209-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0210-Editors","SS-ENT-0210-Editors","SS-ENT-0210-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0210.MODIFY","info","CN=SS-ENT-0210-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0211-Editors","SS-ENT-0211-Editors","SS-ENT-0211-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0211.MODIFY","info","CN=SS-ENT-0211-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0212-Editors","SS-ENT-0212-Editors","SS-ENT-0212-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0212.MODIFY","info","CN=SS-ENT-0212-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0213-Editors","SS-ENT-0213-Editors","SS-ENT-0213-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0213.MODIFY","info","CN=SS-ENT-0213-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0214-Editors","SS-ENT-0214-Editors","SS-ENT-0214-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0214.MODIFY","info","CN=SS-ENT-0214-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0215-Editors","SS-ENT-0215-Editors","SS-ENT-0215-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0215.MODIFY","info","CN=SS-ENT-0215-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0216-Editors","SS-ENT-0216-Editors","SS-ENT-0216-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0216.MODIFY","info","CN=SS-ENT-0216-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0217-Editors","SS-ENT-0217-Editors","SS-ENT-0217-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0217.MODIFY","info","CN=SS-ENT-0217-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0218-Editors","SS-ENT-0218-Editors","SS-ENT-0218-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0218.MODIFY","info","CN=SS-ENT-0218-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0219-Editors","SS-ENT-0219-Editors","SS-ENT-0219-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0219.MODIFY","info","CN=SS-ENT-0219-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0220-Editors","SS-ENT-0220-Editors","SS-ENT-0220-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0220.MODIFY","info","CN=SS-ENT-0220-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0221-Editors","SS-ENT-0221-Editors","SS-ENT-0221-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0221.MODIFY","info","CN=SS-ENT-0221-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0222-Editors","SS-ENT-0222-Editors","SS-ENT-0222-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0222.MODIFY","info","CN=SS-ENT-0222-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0223-Editors","SS-ENT-0223-Editors","SS-ENT-0223-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0223.MODIFY","info","CN=SS-ENT-0223-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0224-Editors","SS-ENT-0224-Editors","SS-ENT-0224-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0224.MODIFY","info","CN=SS-ENT-0224-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0225-Editors","SS-ENT-0225-Editors","SS-ENT-0225-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0225.MODIFY","info","CN=SS-ENT-0225-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0226-Editors","SS-ENT-0226-Editors","SS-ENT-0226-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0226.MODIFY","info","CN=SS-ENT-0226-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0227-Editors","SS-ENT-0227-Editors","SS-ENT-0227-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0227.MODIFY","info","CN=SS-ENT-0227-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0228-Editors","SS-ENT-0228-Editors","SS-ENT-0228-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0228.MODIFY","info","CN=SS-ENT-0228-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0229-Editors","SS-ENT-0229-Editors","SS-ENT-0229-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0229.MODIFY","info","CN=SS-ENT-0229-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0230-Editors","SS-ENT-0230-Editors","SS-ENT-0230-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0230.MODIFY","info","CN=SS-ENT-0230-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0231-Editors","SS-ENT-0231-Editors","SS-ENT-0231-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0231.MODIFY","info","CN=SS-ENT-0231-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0232-Editors","SS-ENT-0232-Editors","SS-ENT-0232-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0232.MODIFY","info","CN=SS-ENT-0232-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0233-Editors","SS-ENT-0233-Editors","SS-ENT-0233-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0233.MODIFY","info","CN=SS-ENT-0233-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0234-Editors","SS-ENT-0234-Editors","SS-ENT-0234-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0234.MODIFY","info","CN=SS-ENT-0234-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0235-Editors","SS-ENT-0235-Editors","SS-ENT-0235-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0235.MODIFY","info","CN=SS-ENT-0235-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0236-Editors","SS-ENT-0236-Editors","SS-ENT-0236-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0236.MODIFY","info","CN=SS-ENT-0236-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0237-Editors","SS-ENT-0237-Editors","SS-ENT-0237-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0237.MODIFY","info","CN=SS-ENT-0237-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0238-Editors","SS-ENT-0238-Editors","SS-ENT-0238-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0238.MODIFY","info","CN=SS-ENT-0238-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0239-Editors","SS-ENT-0239-Editors","SS-ENT-0239-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0239.MODIFY","info","CN=SS-ENT-0239-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0240-Editors","SS-ENT-0240-Editors","SS-ENT-0240-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0240.MODIFY","info","CN=SS-ENT-0240-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0241-Editors","SS-ENT-0241-Editors","SS-ENT-0241-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0241.MODIFY","info","CN=SS-ENT-0241-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0242-Editors","SS-ENT-0242-Editors","SS-ENT-0242-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0242.MODIFY","info","CN=SS-ENT-0242-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0243-Editors","SS-ENT-0243-Editors","SS-ENT-0243-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0243.MODIFY","info","CN=SS-ENT-0243-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0244-Editors","SS-ENT-0244-Editors","SS-ENT-0244-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0244.MODIFY","info","CN=SS-ENT-0244-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0245-Editors","SS-ENT-0245-Editors","SS-ENT-0245-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0245.MODIFY","info","CN=SS-ENT-0245-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
